"","","","","",""
"21P31A05A5","R2031055","COMPUTER NETWORKS LAB","13","A+","1.5"
"21P31A05A5","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A","2"
"21P31A05A5","R2031058","EMPLOYABILITY SKILLS-I","26","COMPLE","0"
"21P31A05A5","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A05A5","R203105A","ARTIFICIAL INTELLIGENCE","24","D","3"
"21P31A05A6","R203104Q","DIGITAL LOGIC DESIGN","21","E","3"
"21P31A05A6","R2031051","COMPUTER NETWORKS","18","C","3"
"21P31A05A6","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","24","B","3"
"21P31A05A6","R2031053","DATA WAREHOUSING AND DATA MINING","29","D","3"
"21P31A05A6","R2031054","DATA WAREHOUSING AND DATA MINING LAB","12","B","1.5"
"21P31A05A6","R2031055","COMPUTER NETWORKS LAB","14","A+","1.5"
"21P31A05A6","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","B","2"
"21P31A05A6","R2031058","EMPLOYABILITY SKILLS-I","29","COMPLE","0"
"21P31A05A6","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A05A6","R203105A","ARTIFICIAL INTELLIGENCE","26","A","3"
"21P31A05A7","R203104Q","DIGITAL LOGIC DESIGN","24","B","3"
"21P31A05A7","R2031051","COMPUTER NETWORKS","24","A","3"
"21P31A05A7","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","25","C","3"
"21P31A05A7","R2031053","DATA WAREHOUSING AND DATA MINING","29","D","3"
"21P31A05A7","R2031054","DATA WAREHOUSING AND DATA MINING LAB","15","A+","1.5"
"21P31A05A7","R2031055","COMPUTER NETWORKS LAB","14","A+","1.5"
"21P31A05A7","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A","2"
"21P31A05A7","R2031058","EMPLOYABILITY SKILLS-I","27","COMPLE","0"
"21P31A05A7","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A05A7","R203105A","ARTIFICIAL INTELLIGENCE","28","B","3"
"21P31A05A8","R203104Q","DIGITAL LOGIC DESIGN","21","D","3"
"21P31A05A8","R2031051","COMPUTER NETWORKS","14","D","3"
"21P31A05A8","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","19","C","3"
"21P31A05A8","R2031053","DATA WAREHOUSING AND DATA MINING","21","D","3"
"21P31A05A8","R2031054","DATA WAREHOUSING AND DATA MINING LAB","14","A+","1.5"
"21P31A05A8","R2031055","COMPUTER NETWORKS LAB","14","A+","1.5"
"21P31A05A8","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","B","2"
"21P31A05A8","R2031058","EMPLOYABILITY SKILLS-I","29","COMPLE","0"
"21P31A05A8","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A05A8","R203105A","ARTIFICIAL INTELLIGENCE","24","D","3"
"21P31A05A9","R203104Q","DIGITAL LOGIC DESIGN","20","D","3"
"21P31A05A9","R2031051","COMPUTER NETWORKS","21","A","3"
"21P31A05A9","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","22","D","3"
"21P31A05A9","R2031053","DATA WAREHOUSING AND DATA MINING","25","D","3"
"21P31A05A9","R2031054","DATA WAREHOUSING AND DATA MINING LAB","15","A+","1.5"
"21P31A05A9","R2031055","COMPUTER NETWORKS LAB","14","A+","1.5"
"21P31A05A9","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A+","2"
"21P31A05A9","R2031058","EMPLOYABILITY SKILLS-I","27","COMPLE","0"
"21P31A05A9","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A05A9","R203105A","ARTIFICIAL INTELLIGENCE","29","C","3"
"21P31A05B0","R203104Q","DIGITAL LOGIC DESIGN","25","C","3"
"21P31A05B0","R2031051","COMPUTER NETWORKS","24","B","3"
"21P31A05B0","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","28","B","3"
"21P31A05B0","R2031053","DATA WAREHOUSING AND DATA MINING","28","C","3"
"21P31A05B0","R2031054","DATA WAREHOUSING AND DATA MINING LAB","13","A","1.5"
"21P31A05B0","R2031055","COMPUTER NETWORKS LAB","14","A+","1.5"
"21P31A05B0","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A","2"
"21P31A05B0","R2031058","EMPLOYABILITY SKILLS-I","27","COMPLE","0"
"21P31A05B0","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A05B0","R203105A","ARTIFICIAL INTELLIGENCE","29","A","3"
"21P31A05B1","R203104Q","DIGITAL LOGIC DESIGN","24","B","3"
"21P31A05B1","R2031051","COMPUTER NETWORKS","25","A","3"
"21P31A05B1","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","30","C","3"
"21P31A05B1","R2031053","DATA WAREHOUSING AND DATA MINING","29","C","3"
"21P31A05B1","R2031054","DATA WAREHOUSING AND DATA MINING LAB","14","A+","1.5"
"21P31A05B1","R2031055","COMPUTER NETWORKS LAB","14","A+","1.5"
"21P31A05B1","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A+","2"
"21P31A05B1","R2031058","EMPLOYABILITY SKILLS-I","29","COMPLE","0"
"21P31A05B1","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A05B1","R203105A","ARTIFICIAL INTELLIGENCE","28","B","3"
"21P31A05B2","R203104Q","DIGITAL LOGIC DESIGN","21","F","0"
"21P31A05B2","R2031051","COMPUTER NETWORKS","16","D","3"
"21P31A05B2","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","25","C","3"
"21P31A05B2","R2031053","DATA WAREHOUSING AND DATA MINING","24","C","3"
"21P31A05B2","R2031054","DATA WAREHOUSING AND DATA MINING LAB","14","A+","1.5"
"21P31A05B2","R2031055","COMPUTER NETWORKS LAB","14","A+","1.5"
"21P31A05B2","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A+","2"
"21P31A05B2","R2031058","EMPLOYABILITY SKILLS-I","29","COMPLE","0"
"21P31A05B2","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A05B2","R203105A","ARTIFICIAL INTELLIGENCE","23","C","3"
"21P31A05B3","R203104Q","DIGITAL LOGIC DESIGN","21","D","3"
"21P31A05B3","R2031051","COMPUTER NETWORKS","21","B","3"
"21P31A05B3","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","25","B","3"
"21P31A05B3","R2031053","DATA WAREHOUSING AND DATA MINING","24","C","3"
"21P31A05B3","R2031054","DATA WAREHOUSING AND DATA MINING LAB","14","A","1.5"
"21P31A05B3","R2031055","COMPUTER NETWORKS LAB","14","A+","1.5"
"21P31A05B3","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A+","2"
"21P31A05B3","R2031058","EMPLOYABILITY SKILLS-I","28","COMPLE","0"
"21P31A05B3","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A05B3","R203105A","ARTIFICIAL INTELLIGENCE","26","C","3"
"21P31A05B4","R203104Q","DIGITAL LOGIC DESIGN","23","D","3"
"21P31A05B4","R2031051","COMPUTER NETWORKS","19","D","3"
"21P31A05B4","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","25","B","3"
"21P31A05B4","R2031053","DATA WAREHOUSING AND DATA MINING","20","D","3"
"21P31A05B4","R2031054","DATA WAREHOUSING AND DATA MINING LAB","14","A","1.5"
"21P31A05B4","R2031055","COMPUTER NETWORKS LAB","14","A+","1.5"
"21P31A05B4","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A","2"
"21P31A05B4","R2031058","EMPLOYABILITY SKILLS-I","29","COMPLE","0"
"21P31A05B4","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A05B4","R203105A","ARTIFICIAL INTELLIGENCE","26","B","3"
"21P31A05B5","R203104Q","DIGITAL LOGIC DESIGN","21","D","3"
"21P31A05B5","R2031051","COMPUTER NETWORKS","16","D","3"
"21P31A05B5","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","23","F","0"
"21P31A05B5","R2031053","DATA WAREHOUSING AND DATA MINING","24","E","3"
"21P31A05B5","R2031054","DATA WAREHOUSING AND DATA MINING LAB","14","A+","1.5"
"21P31A05B5","R2031055","COMPUTER NETWORKS LAB","14","A+","1.5"
"21P31A05B5","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A+","2"
"21P31A05B5","R2031058","EMPLOYABILITY SKILLS-I","29","COMPLE","0"
"21P31A05B5","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A05B5","R203105A","ARTIFICIAL INTELLIGENCE","25","D","3"
"21P31A05B6","R203104Q","DIGITAL LOGIC DESIGN","17","F","0"
"21P31A05B6","R2031051","COMPUTER NETWORKS","15","E","3"
"21P31A05B6","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","21","E","3"
"21P31A05B6","R2031053","DATA WAREHOUSING AND DATA MINING","21","D","3"
"21P31A05B6","R2031054","DATA WAREHOUSING AND DATA MINING LAB","12","B","1.5"
"21P31A05B6","R2031055","COMPUTER NETWORKS LAB","13","A+","1.5"
"21P31A05B6","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A","2"
"21P31A05B6","R2031058","EMPLOYABILITY SKILLS-I","27","COMPLE","0"
"21P31A05B6","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A05B6","R203105A","ARTIFICIAL INTELLIGENCE","23","E","3"
"21P31A05B7","R203104Q","DIGITAL LOGIC DESIGN","20","F","0"
"21P31A05B7","R2031051","COMPUTER NETWORKS","15","E","3"
"21P31A05B7","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","22","E","3"
"21P31A05B7","R2031053","DATA WAREHOUSING AND DATA MINING","20","E","3"
"21P31A05B7","R2031054","DATA WAREHOUSING AND DATA MINING LAB","14","A","1.5"
"21P31A05B7","R2031055","COMPUTER NETWORKS LAB","13","A","1.5"
"21P31A05B7","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","B","2"
"21P31A05B7","R2031058","EMPLOYABILITY SKILLS-I","29","COMPLE","0"
"21P31A05B7","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A","1.5"
"21P31A05B7","R203105A","ARTIFICIAL INTELLIGENCE","23","D","3"
"21P31A05B8","R203104Q","DIGITAL LOGIC DESIGN","22","C","3"
"21P31A05B8","R2031051","COMPUTER NETWORKS","21","B","3"
"21P31A05B8","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","25","C","3"
"21P31A05B8","R2031053","DATA WAREHOUSING AND DATA MINING","30","C","3"
"21P31A05B8","R2031054","DATA WAREHOUSING AND DATA MINING LAB","14","A+","1.5"
"21P31A05B8","R2031055","COMPUTER NETWORKS LAB","14","A+","1.5"
"21P31A05B8","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A+","2"
"21P31A05B8","R2031058","EMPLOYABILITY SKILLS-I","28","COMPLE","0"
"21P31A05B8","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A05B8","R203105A","ARTIFICIAL INTELLIGENCE","28","B","3"
"21P31A05B9","R203104Q","DIGITAL LOGIC DESIGN","18","E","3"
"21P31A05B9","R2031051","COMPUTER NETWORKS","15","D","3"
"21P31A05B9","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","21","F","0"
"21P31A05B9","R2031053","DATA WAREHOUSING AND DATA MINING","20","F","0"
"21P31A05B9","R2031054","DATA WAREHOUSING AND DATA MINING LAB","14","A+","1.5"
"21P31A05B9","R2031055","COMPUTER NETWORKS LAB","14","A+","1.5"
"21P31A05B9","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","B","2"
"21P31A05B9","R2031058","EMPLOYABILITY SKILLS-I","29","COMPLE","0"
"21P31A05B9","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A05B9","R203105A","ARTIFICIAL INTELLIGENCE","14","F","0"
"21P31A05C0","R203104Q","DIGITAL LOGIC DESIGN","26","B","3"
"21P31A05C0","R2031051","COMPUTER NETWORKS","21","C","3"
"21P31A05C0","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","29","B","3"
"21P31A05C0","R2031053","DATA WAREHOUSING AND DATA MINING","28","A","3"
"21P31A05C0","R2031054","DATA WAREHOUSING AND DATA MINING LAB","15","A+","1.5"
"21P31A05C0","R2031055","COMPUTER NETWORKS LAB","15","A+","1.5"
"21P31A05C0","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A","2"
"21P31A05C0","R2031058","EMPLOYABILITY SKILLS-I","28","COMPLE","0"
"21P31A05C0","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A05C0","R203105A","ARTIFICIAL INTELLIGENCE","29","C","3"
"21P31A05C1","R203104Q","DIGITAL LOGIC DESIGN","19","E","3"
"21P31A05C1","R2031051","COMPUTER NETWORKS","12","D","3"
"21P31A05C1","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","19","D","3"
"21P31A05C1","R2031053","DATA WAREHOUSING AND DATA MINING","18","E","3"
"21P31A05C1","R2031054","DATA WAREHOUSING AND DATA MINING LAB","14","A","1.5"
"21P31A05C1","R2031055","COMPUTER NETWORKS LAB","14","A+","1.5"
"21P31A05C1","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A","2"
"21P31A05C1","R2031058","EMPLOYABILITY SKILLS-I","28","COMPLE","0"
"21P31A05C1","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A05C1","R203105A","ARTIFICIAL INTELLIGENCE","19","F","0"
"21P31A05C2","R203104Q","DIGITAL LOGIC DESIGN","23","F","0"
"21P31A05C2","R2031051","COMPUTER NETWORKS","15","F","0"
"21P31A05C2","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","19","E","3"
"21P31A05C2","R2031053","DATA WAREHOUSING AND DATA MINING","18","F","0"
"21P31A05C2","R2031054","DATA WAREHOUSING AND DATA MINING LAB","13","A","1.5"
"21P31A05C2","R2031055","COMPUTER NETWORKS LAB","13","A+","1.5"
"21P31A05C2","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","B","2"
"21P31A05C2","R2031058","EMPLOYABILITY SKILLS-I","28","COMPLE","0"
"21P31A05C2","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A05C2","R203105A","ARTIFICIAL INTELLIGENCE","20","E","3"
"21P31A05C3","R203104Q","DIGITAL LOGIC DESIGN","21","D","3"
"21P31A05C3","R2031051","COMPUTER NETWORKS","18","D","3"
"21P31A05C3","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","19","F","0"
"21P31A05C3","R2031053","DATA WAREHOUSING AND DATA MINING","23","F","0"
"21P31A05C3","R2031054","DATA WAREHOUSING AND DATA MINING LAB","15","A+","1.5"
"21P31A05C3","R2031055","COMPUTER NETWORKS LAB","15","A+","1.5"
"21P31A05C3","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A","2"
"21P31A05C3","R2031058","EMPLOYABILITY SKILLS-I","28","COMPLE","0"
"21P31A05C3","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A05C3","R203105A","ARTIFICIAL INTELLIGENCE","21","E","3"
"21P31A05C4","R203104Q","DIGITAL LOGIC DESIGN","24","C","3"
"21P31A05C4","R2031051","COMPUTER NETWORKS","27","B","3"
"21P31A05C4","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","30","A","3"
"21P31A05C4","R2031053","DATA WAREHOUSING AND DATA MINING","29","B","3"
"21P31A05C4","R2031054","DATA WAREHOUSING AND DATA MINING LAB","15","A+","1.5"
"21P31A05C4","R2031055","COMPUTER NETWORKS LAB","15","A+","1.5"
"21P31A05C4","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A+","2"
"21P31A05C4","R2031058","EMPLOYABILITY SKILLS-I","29","COMPLE","0"
"21P31A05C4","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A05C4","R203105A","ARTIFICIAL INTELLIGENCE","30","B","3"
"21P31A05C5","R203104Q","DIGITAL LOGIC DESIGN","25","D","3"
"21P31A05C5","R2031051","COMPUTER NETWORKS","22","A","3"
"21P31A05C5","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","25","A","3"
"21P31A05C5","R2031053","DATA WAREHOUSING AND DATA MINING","28","A","3"
"21P31A05C5","R2031054","DATA WAREHOUSING AND DATA MINING LAB","15","A+","1.5"
"21P31A05C5","R2031055","COMPUTER NETWORKS LAB","15","A+","1.5"
"21P31A05C5","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A","2"
"21P31A05C5","R2031058","EMPLOYABILITY SKILLS-I","29","COMPLE","0"
"21P31A05C5","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A05C5","R203105A","ARTIFICIAL INTELLIGENCE","28","C","3"
"21P31A05C6","R203104Q","DIGITAL LOGIC DESIGN","21","F","0"
"21P31A05C6","R2031051","COMPUTER NETWORKS","16","F","0"
"21P31A05C6","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","16","D","3"
"21P31A05C6","R2031053","DATA WAREHOUSING AND DATA MINING","17","E","3"
"21P31A05C6","R2031054","DATA WAREHOUSING AND DATA MINING LAB","14","A","1.5"
"21P31A05C6","R2031055","COMPUTER NETWORKS LAB","14","A+","1.5"
"21P31A05C6","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A+","2"
"21P31A05C6","R2031058","EMPLOYABILITY SKILLS-I","28","COMPLE","0"
"21P31A05C6","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A05C6","R203105A","ARTIFICIAL INTELLIGENCE","20","E","3"
"21P31A05C7","R203104Q","DIGITAL LOGIC DESIGN","17","F","0"
"21P31A05C7","R2031051","COMPUTER NETWORKS","14","D","3"
"21P31A05C7","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","15","F","0"
"21P31A05C7","R2031053","DATA WAREHOUSING AND DATA MINING","21","D","3"
"21P31A05C7","R2031054","DATA WAREHOUSING AND DATA MINING LAB","13","A+","1.5"
"21P31A05C7","R2031055","COMPUTER NETWORKS LAB","13","A+","1.5"
"21P31A05C7","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A","2"
"21P31A05C7","R2031058","EMPLOYABILITY SKILLS-I","28","COMPLE","0"
"21P31A05C7","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A05C7","R203105A","ARTIFICIAL INTELLIGENCE","23","E","3"
"21P31A05C8","R203104Q","DIGITAL LOGIC DESIGN","23","D","3"
"21P31A05C8","R2031051","COMPUTER NETWORKS","22","C","3"
"21P31A05C8","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","24","C","3"
"21P31A05C8","R2031053","DATA WAREHOUSING AND DATA MINING","28","B","3"
"21P31A05C8","R2031054","DATA WAREHOUSING AND DATA MINING LAB","14","A","1.5"
"21P31A05C8","R2031055","COMPUTER NETWORKS LAB","14","A+","1.5"
"21P31A05C8","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A","2"
"21P31A05C8","R2031058","EMPLOYABILITY SKILLS-I","27","COMPLE","0"
"21P31A05C8","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A05C8","R203105A","ARTIFICIAL INTELLIGENCE","28","B","3"
"21P31A05C9","R203104Q","DIGITAL LOGIC DESIGN","20","D","3"
"21P31A05C9","R2031051","COMPUTER NETWORKS","11","B","3"
"21P31A05C9","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","18","F","0"
"21P31A05C9","R2031053","DATA WAREHOUSING AND DATA MINING","22","C","3"
"21P31A05C9","R2031054","DATA WAREHOUSING AND DATA MINING LAB","13","A","1.5"
"21P31A05C9","R2031055","COMPUTER NETWORKS LAB","13","A","1.5"
"21P31A05C9","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A","2"
"21P31A05C9","R2031058","EMPLOYABILITY SKILLS-I","29","COMPLE","0"
"21P31A05C9","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A05C9","R203105A","ARTIFICIAL INTELLIGENCE","22","E","3"
"21P31A05D0","R203104Q","DIGITAL LOGIC DESIGN","22","D","3"
"21P31A05D0","R2031051","COMPUTER NETWORKS","22","D","3"
"21P31A05D0","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","23","D","3"
"21P31A05D0","R2031053","DATA WAREHOUSING AND DATA MINING","25","D","3"
"21P31A05D0","R2031054","DATA WAREHOUSING AND DATA MINING LAB","14","A+","1.5"
"21P31A05D0","R2031055","COMPUTER NETWORKS LAB","14","A+","1.5"
"21P31A05D0","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A+","2"
"21P31A05D0","R2031058","EMPLOYABILITY SKILLS-I","27","COMPLE","0"
"21P31A05D0","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A05D0","R203105A","ARTIFICIAL INTELLIGENCE","26","B","3"
"21P31A05D1","R203104Q","DIGITAL LOGIC DESIGN","24","D","3"
"21P31A05D1","R2031051","COMPUTER NETWORKS","18","D","3"
"21P31A05D1","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","20","D","3"
"21P31A05D1","R2031053","DATA WAREHOUSING AND DATA MINING","23","D","3"
"21P31A05D1","R2031054","DATA WAREHOUSING AND DATA MINING LAB","14","A","1.5"
"21P31A05D1","R2031055","COMPUTER NETWORKS LAB","14","A+","1.5"
"21P31A05D1","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","B","2"
"21P31A05D1","R2031058","EMPLOYABILITY SKILLS-I","27","COMPLE","0"
"21P31A05D1","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A05D1","R203105A","ARTIFICIAL INTELLIGENCE","23","C","3"
"21P31A05D2","R203104Q","DIGITAL LOGIC DESIGN","22","E","3"
"21P31A05D2","R2031051","COMPUTER NETWORKS","16","D","3"
"21P31A05D2","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","24","B","3"
"21P31A05D2","R2031053","DATA WAREHOUSING AND DATA MINING","22","B","3"
"21P31A05D2","R2031054","DATA WAREHOUSING AND DATA MINING LAB","14","A+","1.5"
"21P31A05D2","R2031055","COMPUTER NETWORKS LAB","14","A+","1.5"
"21P31A05D2","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A","2"
"21P31A05D2","R2031058","EMPLOYABILITY SKILLS-I","27","COMPLE","0"
"21P31A05D2","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A05D2","R203105A","ARTIFICIAL INTELLIGENCE","27","D","3"
"21P31A05D4","R203104Q","DIGITAL LOGIC DESIGN","23","D","3"
"21P31A05D4","R2031051","COMPUTER NETWORKS","17","B","3"
"21P31A05D4","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","22","B","3"
"21P31A05D4","R2031053","DATA WAREHOUSING AND DATA MINING","20","D","3"
"21P31A05D4","R2031054","DATA WAREHOUSING AND DATA MINING LAB","14","A+","1.5"
"21P31A05D4","R2031055","COMPUTER NETWORKS LAB","14","A+","1.5"
"21P31A05D4","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A","2"
"21P31A05D4","R2031058","EMPLOYABILITY SKILLS-I","29","COMPLE","0"
"21P31A05D4","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A05D4","R203105A","ARTIFICIAL INTELLIGENCE","27","C","3"
"21P31A05D5","R203104Q","DIGITAL LOGIC DESIGN","24","B","3"
"21P31A05D5","R2031051","COMPUTER NETWORKS","22","B","3"
"21P31A05D5","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","26","B","3"
"21P31A05D5","R2031053","DATA WAREHOUSING AND DATA MINING","28","B","3"
"21P31A05D5","R2031054","DATA WAREHOUSING AND DATA MINING LAB","14","A","1.5"
"21P31A05D5","R2031055","COMPUTER NETWORKS LAB","14","A+","1.5"
"21P31A05D5","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A+","2"
"21P31A05D5","R2031058","EMPLOYABILITY SKILLS-I","28","COMPLE","0"
"21P31A05D5","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A05D5","R203105A","ARTIFICIAL INTELLIGENCE","28","A","3"
"21P31A1201","R203104Q","DIGITAL LOGIC DESIGN","24","C","3"
"21P31A1201","R2031051","COMPUTER NETWORKS","24","B","3"
"21P31A1201","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","25","C","3"
"21P31A1201","R2031055","COMPUTER NETWORKS LAB","14","A+","1.5"
"21P31A1201","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A","2"
"21P31A1201","R2031058","EMPLOYABILITY SKILLS-I","25","COMPLE","0"
"21P31A1201","R203105A","ARTIFICIAL INTELLIGENCE","29","B","3"
"21P31A1201","R2031121","DATA MINING TECHNIQUES","22","B","3"
"21P31A1201","R2031122","DATA MINING TECHNIQUES WITH R LAB","12","B","1.5"
"21P31A1201","R2031123","SUMMER INTERNSHIP 2 MONTHS(MANDATORY) AF","0","A+","1.5"
"21P31A1202","R203104Q","DIGITAL LOGIC DESIGN","25","D","3"
"21P31A1202","R2031051","COMPUTER NETWORKS","22","B","3"
"21P31A1202","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","21","C","3"
"21P31A1202","R2031055","COMPUTER NETWORKS LAB","13","A+","1.5"
"21P31A1202","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A+","2"
"21P31A1202","R2031058","EMPLOYABILITY SKILLS-I","22","COMPLE","0"
"21P31A1202","R203105A","ARTIFICIAL INTELLIGENCE","29","D","3"
"21P31A1202","R2031121","DATA MINING TECHNIQUES","23","C","3"
"21P31A1202","R2031122","DATA MINING TECHNIQUES WITH R LAB","14","A+","1.5"
"21P31A1202","R2031123","SUMMER INTERNSHIP 2 MONTHS(MANDATORY) AF","0","A+","1.5"
"21P31A1203","R203104Q","DIGITAL LOGIC DESIGN","24","C","3"
"21P31A1203","R2031051","COMPUTER NETWORKS","26","A+","3"
"21P31A1203","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","26","D","3"
"21P31A1203","R2031055","COMPUTER NETWORKS LAB","14","A+","1.5"
"21P31A1203","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A","2"
